,i,Country_Region,Date,ConfirmedCases,Population Density (per sq. km),HDI,Testing By Date,Total Testing
435,9208,Antigua and Barbuda,2020-03-27,7,218.8318182,0.78,,
436,9201,Antigua and Barbuda,2020-03-28,7,218.8318182,0.78,,
437,9205,Antigua and Barbuda,2020-03-29,7,218.8318182,0.78,,
438,9199,Antigua and Barbuda,2020-03-30,7,218.8318182,0.78,,
439,9190,Antigua and Barbuda,2020-03-31,7,218.8318182,0.78,,
440,9179,Antigua and Barbuda,2020-04-01,7,218.8318182,0.78,,
441,9460,Antigua and Barbuda,2020-04-02,9,218.8318182,0.78,,
442,9854,Antigua and Barbuda,2020-04-03,15,218.8318182,0.78,,
443,9836,Antigua and Barbuda,2020-04-04,15,218.8318182,0.78,,
444,5132,Argentina,2020-01-22,0,16.2585101,0.825,,
445,5131,Argentina,2020-01-23,0,16.2585101,0.825,,
446,5158,Argentina,2020-01-24,0,16.2585101,0.825,,
447,5159,Argentina,2020-01-25,0,16.2585101,0.825,,
448,5160,Argentina,2020-01-26,0,16.2585101,0.825,,
449,5161,Argentina,2020-01-27,0,16.2585101,0.825,,
450,5189,Argentina,2020-01-28,0,16.2585101,0.825,,
451,5188,Argentina,2020-01-29,0,16.2585101,0.825,,
452,5187,Argentina,2020-01-30,0,16.2585101,0.825,,
453,5186,Argentina,2020-01-31,0,16.2585101,0.825,,
454,5185,Argentina,2020-02-01,0,16.2585101,0.825,,
455,5184,Argentina,2020-02-02,0,16.2585101,0.825,,
456,5183,Argentina,2020-02-03,0,16.2585101,0.825,,
457,5182,Argentina,2020-02-04,0,16.2585101,0.825,,
458,5181,Argentina,2020-02-05,0,16.2585101,0.825,,
459,5180,Argentina,2020-02-06,0,16.2585101,0.825,,
460,5179,Argentina,2020-02-07,0,16.2585101,0.825,,
461,5178,Argentina,2020-02-08,0,16.2585101,0.825,,
462,5177,Argentina,2020-02-09,0,16.2585101,0.825,,
463,5190,Argentina,2020-02-10,0,16.2585101,0.825,,
464,5176,Argentina,2020-02-11,0,16.2585101,0.825,,
465,5174,Argentina,2020-02-12,0,16.2585101,0.825,,
466,5173,Argentina,2020-02-13,0,16.2585101,0.825,,
467,5172,Argentina,2020-02-14,0,16.2585101,0.825,,
468,5171,Argentina,2020-02-15,0,16.2585101,0.825,,
469,5170,Argentina,2020-02-16,0,16.2585101,0.825,,
470,5169,Argentina,2020-02-17,0,16.2585101,0.825,,
471,5168,Argentina,2020-02-18,0,16.2585101,0.825,,
472,5167,Argentina,2020-02-19,0,16.2585101,0.825,,
473,5166,Argentina,2020-02-20,0,16.2585101,0.825,,
474,5165,Argentina,2020-02-21,0,16.2585101,0.825,,
475,5164,Argentina,2020-02-22,0,16.2585101,0.825,,
476,5163,Argentina,2020-02-23,0,16.2585101,0.825,,
477,5162,Argentina,2020-02-24,0,16.2585101,0.825,,
478,5223,Argentina,2020-02-25,0,16.2585101,0.825,,
479,5255,Argentina,2020-02-26,0,16.2585101,0.825,,
480,5256,Argentina,2020-02-27,0,16.2585101,0.825,,
481,5257,Argentina,2020-02-28,0,16.2585101,0.825,,
482,5349,Argentina,2020-02-29,0,16.2585101,0.825,,
483,5348,Argentina,2020-03-01,0,16.2585101,0.825,,
484,5347,Argentina,2020-03-02,0,16.2585101,0.825,,
485,7830,Argentina,2020-03-03,1,16.2585101,0.825,,
486,7831,Argentina,2020-03-04,1,16.2585101,0.825,,
487,7832,Argentina,2020-03-05,1,16.2585101,0.825,,
488,8245,Argentina,2020-03-06,2,16.2585101,0.825,,
489,9299,Argentina,2020-03-07,8,16.2585101,0.825,,
490,9628,Argentina,2020-03-08,12,16.2585101,0.825,,
491,9634,Argentina,2020-03-09,12,16.2585101,0.825,,
492,9950,Argentina,2020-03-10,17,16.2585101,0.825,,
493,10043,Argentina,2020-03-11,19,16.2585101,0.825,,
494,10044,Argentina,2020-03-12,19,16.2585101,0.825,,
495,10368,Argentina,2020-03-13,31,16.2585101,0.825,,
496,10437,Argentina,2020-03-14,34,16.2585101,0.825,,
497,10632,Argentina,2020-03-15,45,16.2585101,0.825,,
498,10795,Argentina,2020-03-16,56,16.2585101,0.825,,
499,10907,Argentina,2020-03-17,68,16.2585101,0.825,,
500,10995,Argentina,2020-03-18,79,16.2585101,0.825,,
501,11148,Argentina,2020-03-19,97,16.2585101,0.825,,
502,11333,Argentina,2020-03-20,128,16.2585101,0.825,,
503,11474,Argentina,2020-03-21,158,16.2585101,0.825,,
504,11811,Argentina,2020-03-22,266,16.2585101,0.825,,
505,11877,Argentina,2020-03-23,301,16.2585101,0.825,,
506,12019,Argentina,2020-03-24,387,16.2585101,0.825,,
507,12020,Argentina,2020-03-25,387,16.2585101,0.825,,
508,12169,Argentina,2020-03-26,502,16.2585101,0.825,,
509,12245,Argentina,2020-03-27,589,16.2585101,0.825,,
510,12315,Argentina,2020-03-28,690,16.2585101,0.825,,
511,12388,Argentina,2020-03-29,745,16.2585101,0.825,,
512,12432,Argentina,2020-03-30,820,16.2585101,0.825,,
513,12536,Argentina,2020-03-31,1054,16.2585101,0.825,,
514,12537,Argentina,2020-04-01,1054,16.2585101,0.825,,
515,12568,Argentina,2020-04-02,1133,16.2585101,0.825,,
516,12615,Argentina,2020-04-03,1265,16.2585101,0.825,,
517,12665,Argentina,2020-04-04,1451,16.2585101,0.825,,
518,5353,Armenia,2020-01-22,0,103.6802248,0.755,,813
519,5381,Armenia,2020-01-23,0,103.6802248,0.755,,813
520,5380,Armenia,2020-01-24,0,103.6802248,0.755,,813
521,5379,Armenia,2020-01-25,0,103.6802248,0.755,,813
522,5378,Armenia,2020-01-26,0,103.6802248,0.755,,813
523,5377,Armenia,2020-01-27,0,103.6802248,0.755,,813
524,5376,Armenia,2020-01-28,0,103.6802248,0.755,,813
525,5375,Armenia,2020-01-29,0,103.6802248,0.755,,813
526,5374,Armenia,2020-01-30,0,103.6802248,0.755,,813
527,5373,Armenia,2020-01-31,0,103.6802248,0.755,,813
528,5372,Armenia,2020-02-01,0,103.6802248,0.755,,813
529,5371,Armenia,2020-02-02,0,103.6802248,0.755,,813
530,5370,Armenia,2020-02-03,0,103.6802248,0.755,,813
531,5369,Armenia,2020-02-04,0,103.6802248,0.755,,813
532,5382,Armenia,2020-02-05,0,103.6802248,0.755,,813
533,5368,Armenia,2020-02-06,0,103.6802248,0.755,,813
534,5366,Armenia,2020-02-07,0,103.6802248,0.755,,813
535,5365,Armenia,2020-02-08,0,103.6802248,0.755,,813
536,5364,Armenia,2020-02-09,0,103.6802248,0.755,,813
537,5363,Armenia,2020-02-10,0,103.6802248,0.755,,813
538,5362,Armenia,2020-02-11,0,103.6802248,0.755,,813
539,5361,Armenia,2020-02-12,0,103.6802248,0.755,,813
540,5360,Armenia,2020-02-13,0,103.6802248,0.755,,813
541,5359,Armenia,2020-02-14,0,103.6802248,0.755,,813
542,5358,Armenia,2020-02-15,0,103.6802248,0.755,,813
543,5357,Armenia,2020-02-16,0,103.6802248,0.755,,813
544,5356,Armenia,2020-02-17,0,103.6802248,0.755,,813
545,5355,Armenia,2020-02-18,0,103.6802248,0.755,,813
546,5354,Armenia,2020-02-19,0,103.6802248,0.755,,813
547,5321,Armenia,2020-02-20,0,103.6802248,0.755,,813
548,5351,Armenia,2020-02-21,0,103.6802248,0.755,,813
549,5320,Armenia,2020-02-22,0,103.6802248,0.755,,813
550,5287,Armenia,2020-02-23,0,103.6802248,0.755,,813
551,5285,Armenia,2020-02-24,0,103.6802248,0.755,,813
552,5284,Armenia,2020-02-25,0,103.6802248,0.755,,813
553,5283,Armenia,2020-02-26,0,103.6802248,0.755,,813
554,5282,Armenia,2020-02-27,0,103.6802248,0.755,,813
555,5281,Armenia,2020-02-28,0,103.6802248,0.755,,813
556,5280,Armenia,2020-02-29,0,103.6802248,0.755,,813
557,7871,Armenia,2020-03-01,1,103.6802248,0.755,,813
558,7872,Armenia,2020-03-02,1,103.6802248,0.755,,813
559,7873,Armenia,2020-03-03,1,103.6802248,0.755,,813
560,7874,Armenia,2020-03-04,1,103.6802248,0.755,,813
561,7875,Armenia,2020-03-05,1,103.6802248,0.755,,813
562,7876,Armenia,2020-03-06,1,103.6802248,0.755,,813
563,7877,Armenia,2020-03-07,1,103.6802248,0.755,,813
564,7878,Armenia,2020-03-08,1,103.6802248,0.755,,813
565,7879,Armenia,2020-03-09,1,103.6802248,0.755,,813
566,7880,Armenia,2020-03-10,1,103.6802248,0.755,,813
567,7861,Armenia,2020-03-11,1,103.6802248,0.755,,813
568,8770,Armenia,2020-03-12,4,103.6802248,0.755,,813
569,9352,Armenia,2020-03-13,8,103.6802248,0.755,,813
570,9972,Armenia,2020-03-14,18,103.6802248,0.755,,813
571,10255,Armenia,2020-03-15,26,103.6802248,0.755,,813
572,10741,Armenia,2020-03-16,52,103.6802248,0.755,,813
573,10988,Armenia,2020-03-17,78,103.6802248,0.755,,813
574,11037,Armenia,2020-03-18,84,103.6802248,0.755,,813
575,11269,Armenia,2020-03-19,115,103.6802248,0.755,,813
576,11381,Armenia,2020-03-20,136,103.6802248,0.755,,813
577,11481,Armenia,2020-03-21,160,103.6802248,0.755,,813
578,11594,Armenia,2020-03-22,194,103.6802248,0.755,,813
579,11732,Armenia,2020-03-23,235,103.6802248,0.755,,813
580,11770,Armenia,2020-03-24,249,103.6802248,0.755,,813
581,11808,Armenia,2020-03-25,265,103.6802248,0.755,,813
582,11860,Armenia,2020-03-26,290,103.6802248,0.755,,813
583,11930,Armenia,2020-03-27,329,103.6802248,0.755,,813
584,12050,Armenia,2020-03-28,407,103.6802248,0.755,,813
585,12069,Armenia,2020-03-29,424,103.6802248,0.755,,813
586,12144,Armenia,2020-03-30,482,103.6802248,0.755,,813
587,12196,Armenia,2020-03-31,532,103.6802248,0.755,,813
588,12229,Armenia,2020-04-01,571,103.6802248,0.755,,813
589,12296,Armenia,2020-04-02,663,103.6802248,0.755,,813
590,12384,Armenia,2020-04-03,736,103.6802248,0.755,,813
591,12395,Armenia,2020-04-04,770,103.6802248,0.755,,813
592,5259,Australia,2020-01-22,0,3.249129487,0.939,,113615
593,5258,Australia,2020-01-23,0,3.249129487,0.939,,113615
594,5271,Australia,2020-01-24,0,3.249129487,0.939,,113615
595,5288,Australia,2020-01-25,0,3.249129487,0.939,,113615
596,8822,Australia,2020-01-26,4,3.249129487,0.939,,113615
597,8998,Australia,2020-01-27,5,3.249129487,0.939,,113615
598,8999,Australia,2020-01-28,5,3.249129487,0.939,,113615
599,9103,Australia,2020-01-29,6,3.249129487,0.939,,113615
600,9426,Australia,2020-01-30,9,3.249129487,0.939,,113615
601,9425,Australia,2020-01-31,9,3.249129487,0.939,,113615
602,9646,Australia,2020-02-01,12,3.249129487,0.939,,113615
603,9645,Australia,2020-02-02,12,3.249129487,0.939,,113615
604,9644,Australia,2020-02-03,12,3.249129487,0.939,,113615
605,9705,Australia,2020-02-04,13,3.249129487,0.939,,113615
606,9714,Australia,2020-02-05,13,3.249129487,0.939,,113615
607,9780,Australia,2020-02-06,14,3.249129487,0.939,,113615
608,9850,Australia,2020-02-07,15,3.249129487,0.939,,113615
609,9856,Australia,2020-02-08,15,3.249129487,0.939,,113615
610,9848,Australia,2020-02-09,15,3.249129487,0.939,,113615
611,9846,Australia,2020-02-10,15,3.249129487,0.939,,113615
612,9845,Australia,2020-02-11,15,3.249129487,0.939,,113615
613,9843,Australia,2020-02-12,15,3.249129487,0.939,,113615
614,9842,Australia,2020-02-13,15,3.249129487,0.939,,113615
615,9841,Australia,2020-02-14,15,3.249129487,0.939,,113615
616,9838,Australia,2020-02-15,15,3.249129487,0.939,,113615
617,9815,Australia,2020-02-16,15,3.249129487,0.939,,113615
618,9840,Australia,2020-02-17,15,3.249129487,0.939,,113615
619,9844,Australia,2020-02-18,15,3.249129487,0.939,,113615
620,9851,Australia,2020-02-19,15,3.249129487,0.939,,113615
621,9852,Australia,2020-02-20,15,3.249129487,0.939,,113615
622,9847,Australia,2020-02-21,15,3.249129487,0.939,,113615
623,9835,Australia,2020-02-22,15,3.249129487,0.939,,113615
624,9824,Australia,2020-02-23,15,3.249129487,0.939,,113615
625,9818,Australia,2020-02-24,15,3.249129487,0.939,,113615
626,9819,Australia,2020-02-25,15,3.249129487,0.939,,113615
627,9829,Australia,2020-02-26,15,3.249129487,0.939,,113615
628,9828,Australia,2020-02-27,15,3.249129487,0.939,,113615
629,9827,Australia,2020-02-28,15,3.249129487,0.939,,113615
630,10234,Australia,2020-02-29,25,3.249129487,0.939,,113615
631,10268,Australia,2020-03-01,27,3.249129487,0.939,,113615
632,10335,Australia,2020-03-02,30,3.249129487,0.939,,113615
633,10520,Australia,2020-03-03,39,3.249129487,0.939,,113615
634,10733,Australia,2020-03-04,52,3.249129487,0.939,,113615
635,10770,Australia,2020-03-05,55,3.249129487,0.939,,113615
636,10840,Australia,2020-03-06,60,3.249129487,0.939,,113615
637,10863,Australia,2020-03-07,63,3.249129487,0.939,,113615
638,10975,Australia,2020-03-08,76,3.249129487,0.939,,113615
639,11094,Australia,2020-03-09,91,3.249129487,0.939,,113615
640,11211,Australia,2020-03-10,107,3.249129487,0.939,,113615
641,11331,Australia,2020-03-11,128,3.249129487,0.939,,113615
642,11332,Australia,2020-03-12,128,3.249129487,0.939,,113615
643,11623,Australia,2020-03-13,200,3.249129487,0.939,,113615
644,11771,Australia,2020-03-14,250,3.249129487,0.939,,113615
645,11867,Australia,2020-03-15,297,3.249129487,0.939,,113615
646,12005,Australia,2020-03-16,377,3.249129487,0.939,,113615
647,12104,Australia,2020-03-17,452,3.249129487,0.939,,113615
648,12225,Australia,2020-03-18,568,3.249129487,0.939,,113615
649,12308,Australia,2020-03-19,681,3.249129487,0.939,,113615
650,12413,Australia,2020-03-20,791,3.249129487,0.939,,113615
651,12546,Australia,2020-03-21,1071,3.249129487,0.939,,113615
652,12694,Australia,2020-03-22,1549,3.249129487,0.939,143056,113615
653,12720,Australia,2020-03-23,1682,3.249129487,0.939,,113615
654,12772,Australia,2020-03-24,2044,3.249129487,0.939,,113615
655,12814,Australia,2020-03-25,2364,3.249129487,0.939,,113615
656,12856,Australia,2020-03-26,2810,3.249129487,0.939,,113615
657,12884,Australia,2020-03-27,3143,3.249129487,0.939,,113615
658,12914,Australia,2020-03-28,3640,3.249129487,0.939,,113615
659,12928,Australia,2020-03-29,3984,3.249129487,0.939,211261,113615
660,12946,Australia,2020-03-30,4361,3.249129487,0.939,,113615
661,12953,Australia,2020-03-31,4559,3.249129487,0.939,,113615
662,12965,Australia,2020-04-01,4862,3.249129487,0.939,,113615
663,12970,Australia,2020-04-02,5116,3.249129487,0.939,261000,113615
664,12977,Australia,2020-04-03,5330,3.249129487,0.939,277278,113615
665,12982,Australia,2020-04-04,5550,3.249129487,0.939,,113615
666,5969,Austria,2020-01-22,0,107.2069267,0.908,,15613
667,5968,Austria,2020-01-23,0,107.2069267,0.908,,15613
668,5967,Austria,2020-01-24,0,107.2069267,0.908,,15613
669,5966,Austria,2020-01-25,0,107.2069267,0.908,,15613
670,5965,Austria,2020-01-26,0,107.2069267,0.908,,15613
671,5964,Austria,2020-01-27,0,107.2069267,0.908,,15613
672,5963,Austria,2020-01-28,0,107.2069267,0.908,,15613
673,5962,Austria,2020-01-29,0,107.2069267,0.908,,15613
674,5961,Austria,2020-01-30,0,107.2069267,0.908,,15613
675,5960,Austria,2020-01-31,0,107.2069267,0.908,,15613
676,5959,Austria,2020-02-01,0,107.2069267,0.908,,15613
677,5972,Austria,2020-02-02,0,107.2069267,0.908,,15613
678,5989,Austria,2020-02-03,0,107.2069267,0.908,,15613
679,6004,Austria,2020-02-04,0,107.2069267,0.908,,15613
680,5990,Austria,2020-02-05,0,107.2069267,0.908,,15613
681,6018,Austria,2020-02-06,0,107.2069267,0.908,,15613
682,6017,Austria,2020-02-07,0,107.2069267,0.908,,15613
683,6016,Austria,2020-02-08,0,107.2069267,0.908,,15613
684,6015,Austria,2020-02-09,0,107.2069267,0.908,,15613
685,6014,Austria,2020-02-10,0,107.2069267,0.908,,15613
686,6013,Austria,2020-02-11,0,107.2069267,0.908,,15613
687,6012,Austria,2020-02-12,0,107.2069267,0.908,,15613
688,6011,Austria,2020-02-13,0,107.2069267,0.908,,15613
689,6010,Austria,2020-02-14,0,107.2069267,0.908,,15613
690,6009,Austria,2020-02-15,0,107.2069267,0.908,,15613
691,6008,Austria,2020-02-16,0,107.2069267,0.908,,15613
692,6007,Austria,2020-02-17,0,107.2069267,0.908,,15613
693,6006,Austria,2020-02-18,0,107.2069267,0.908,,15613
694,6019,Austria,2020-02-19,0,107.2069267,0.908,,15613
695,6005,Austria,2020-02-20,0,107.2069267,0.908,,15613
696,6003,Austria,2020-02-21,0,107.2069267,0.908,,15613
697,6002,Austria,2020-02-22,0,107.2069267,0.908,,15613
698,6001,Austria,2020-02-23,0,107.2069267,0.908,,15613
699,6000,Austria,2020-02-24,0,107.2069267,0.908,,15613
700,8223,Austria,2020-02-25,2,107.2069267,0.908,218,15613
701,8224,Austria,2020-02-26,2,107.2069267,0.908,321,15613
702,8720,Austria,2020-02-27,3,107.2069267,0.908,447,15613
703,8719,Austria,2020-02-28,3,107.2069267,0.908,763,15613
704,9457,Austria,2020-02-29,9,107.2069267,0.908,1649,15613
705,9760,Austria,2020-03-01,14,107.2069267,0.908,,15613
706,10010,Austria,2020-03-02,18,107.2069267,0.908,,15613
707,10106,Austria,2020-03-03,21,107.2069267,0.908,2683,15613
708,10319,Austria,2020-03-04,29,107.2069267,0.908,3138,15613
709,10555,Austria,2020-03-05,41,107.2069267,0.908,3711,15613
710,10777,Austria,2020-03-06,55,107.2069267,0.908,4000,15613
711,10993,Austria,2020-03-07,79,107.2069267,0.908,4308,15613
712,11195,Austria,2020-03-08,104,107.2069267,0.908,4509,15613
713,11353,Austria,2020-03-09,131,107.2069267,0.908,4734,15613
714,11558,Austria,2020-03-10,182,107.2069267,0.908,5026,15613
715,11765,Austria,2020-03-11,246,107.2069267,0.908,5362,15613
716,11881,Austria,2020-03-12,302,107.2069267,0.908,5869,15613
717,12173,Austria,2020-03-13,504,107.2069267,0.908,6582,15613
718,12289,Austria,2020-03-14,655,107.2069267,0.908,7467,15613
719,12449,Austria,2020-03-15,860,107.2069267,0.908,8167,15613
720,12518,Austria,2020-03-16,1018,107.2069267,0.908,8490,15613
721,12635,Austria,2020-03-17,1332,107.2069267,0.908,10278,15613
722,12714,Austria,2020-03-18,1646,107.2069267,0.908,11977,15613
723,12767,Austria,2020-03-19,2013,107.2069267,0.908,13724,15613
724,12818,Austria,2020-03-20,2388,107.2069267,0.908,15613,15613
725,12857,Austria,2020-03-21,2814,107.2069267,0.908,18545,15613
726,12909,Austria,2020-03-22,3582,107.2069267,0.908,21368,15613
727,12950,Austria,2020-03-23,4474,107.2069267,0.908,23429,15613
728,12975,Austria,2020-03-24,5283,107.2069267,0.908,28391,15613
729,12986,Austria,2020-03-25,5588,107.2069267,0.908,32407,15613
730,13013,Austria,2020-03-26,6909,107.2069267,0.908,35995,15613
731,13028,Austria,2020-03-27,7657,107.2069267,0.908,39552,15613
732,13044,Austria,2020-03-28,8271,107.2069267,0.908,42750,15613
733,13051,Austria,2020-03-29,8788,107.2069267,0.908,46441,15613
734,13071,Austria,2020-03-30,9618,107.2069267,0.908,49455,15613
735,13086,Austria,2020-03-31,10180,107.2069267,0.908,52344,15613
736,13089,Austria,2020-04-01,10711,107.2069267,0.908,55863,15613
737,13095,Austria,2020-04-02,11129,107.2069267,0.908,92190,15613
738,13098,Austria,2020-04-03,11524,107.2069267,0.908,98343,15613
739,13100,Austria,2020-04-04,11781,107.2069267,0.908,104134,15613
740,5901,Azerbaijan,2020-01-22,0,120.2653199,0.757,,
741,5900,Azerbaijan,2020-01-23,0,120.2653199,0.757,,
742,5899,Azerbaijan,2020-01-24,0,120.2653199,0.757,,
743,5898,Azerbaijan,2020-01-25,0,120.2653199,0.757,,
744,5897,Azerbaijan,2020-01-26,0,120.2653199,0.757,,
745,5896,Azerbaijan,2020-01-27,0,120.2653199,0.757,,
746,5923,Azerbaijan,2020-01-28,0,120.2653199,0.757,,
747,5924,Azerbaijan,2020-01-29,0,120.2653199,0.757,,
748,5925,Azerbaijan,2020-01-30,0,120.2653199,0.757,,
749,5926,Azerbaijan,2020-01-31,0,120.2653199,0.757,,
750,5954,Azerbaijan,2020-02-01,0,120.2653199,0.757,,
751,5953,Azerbaijan,2020-02-02,0,120.2653199,0.757,,
752,5952,Azerbaijan,2020-02-03,0,120.2653199,0.757,,
753,5951,Azerbaijan,2020-02-04,0,120.2653199,0.757,,
754,5950,Azerbaijan,2020-02-05,0,120.2653199,0.757,,
755,5949,Azerbaijan,2020-02-06,0,120.2653199,0.757,,
756,5948,Azerbaijan,2020-02-07,0,120.2653199,0.757,,
757,5947,Azerbaijan,2020-02-08,0,120.2653199,0.757,,
758,5946,Azerbaijan,2020-02-09,0,120.2653199,0.757,,
759,5945,Azerbaijan,2020-02-10,0,120.2653199,0.757,,
760,5944,Azerbaijan,2020-02-11,0,120.2653199,0.757,,
761,5943,Azerbaijan,2020-02-12,0,120.2653199,0.757,,
762,5942,Azerbaijan,2020-02-13,0,120.2653199,0.757,,
763,5955,Azerbaijan,2020-02-14,0,120.2653199,0.757,,
764,5941,Azerbaijan,2020-02-15,0,120.2653199,0.757,,
765,5939,Azerbaijan,2020-02-16,0,120.2653199,0.757,,
766,5938,Azerbaijan,2020-02-17,0,120.2653199,0.757,,
767,5937,Azerbaijan,2020-02-18,0,120.2653199,0.757,,
768,5936,Azerbaijan,2020-02-19,0,120.2653199,0.757,,
769,5935,Azerbaijan,2020-02-20,0,120.2653199,0.757,,
770,5934,Azerbaijan,2020-02-21,0,120.2653199,0.757,,
771,5933,Azerbaijan,2020-02-22,0,120.2653199,0.757,,
772,5932,Azerbaijan,2020-02-23,0,120.2653199,0.757,,
773,5931,Azerbaijan,2020-02-24,0,120.2653199,0.757,,
774,5930,Azerbaijan,2020-02-25,0,120.2653199,0.757,,
775,5929,Azerbaijan,2020-02-26,0,120.2653199,0.757,,
776,5928,Azerbaijan,2020-02-27,0,120.2653199,0.757,,
777,5927,Azerbaijan,2020-02-28,0,120.2653199,0.757,,
778,5988,Azerbaijan,2020-02-29,0,120.2653199,0.757,,
779,8675,Azerbaijan,2020-03-01,3,120.2653199,0.757,,
780,8744,Azerbaijan,2020-03-02,3,120.2653199,0.757,,
781,8743,Azerbaijan,2020-03-03,3,120.2653199,0.757,,
782,8742,Azerbaijan,2020-03-04,3,120.2653199,0.757,,
783,9117,Azerbaijan,2020-03-05,6,120.2653199,0.757,,
784,9135,Azerbaijan,2020-03-06,6,120.2653199,0.757,,
785,9419,Azerbaijan,2020-03-07,9,120.2653199,0.757,,
786,9461,Azerbaijan,2020-03-08,9,120.2653199,0.757,,
787,9447,Azerbaijan,2020-03-09,9,120.2653199,0.757,,
788,9583,Azerbaijan,2020-03-10,11,120.2653199,0.757,,
789,9589,Azerbaijan,2020-03-11,11,120.2653199,0.757,,
790,9592,Azerbaijan,2020-03-12,11,120.2653199,0.757,,
791,9800,Azerbaijan,2020-03-13,15,120.2653199,0.757,,
792,9803,Azerbaijan,2020-03-14,15,120.2653199,0.757,,
793,10166,Azerbaijan,2020-03-15,23,120.2653199,0.757,,
794,10315,Azerbaijan,2020-03-16,28,120.2653199,0.757,,
795,10298,Azerbaijan,2020-03-17,28,120.2653199,0.757,,
796,10290,Azerbaijan,2020-03-18,28,120.2653199,0.757,,
797,10613,Azerbaijan,2020-03-19,44,120.2653199,0.757,,
798,10614,Azerbaijan,2020-03-20,44,120.2653199,0.757,,
799,10754,Azerbaijan,2020-03-21,53,120.2653199,0.757,,
800,10880,Azerbaijan,2020-03-22,65,120.2653199,0.757,,
801,10936,Azerbaijan,2020-03-23,72,120.2653199,0.757,,
802,11067,Azerbaijan,2020-03-24,87,120.2653199,0.757,,
803,11112,Azerbaijan,2020-03-25,93,120.2653199,0.757,,
804,11306,Azerbaijan,2020-03-26,122,120.2653199,0.757,,
805,11500,Azerbaijan,2020-03-27,165,120.2653199,0.757,,
806,11557,Azerbaijan,2020-03-28,182,120.2653199,0.757,,
807,11657,Azerbaijan,2020-03-29,209,120.2653199,0.757,,
808,11824,Azerbaijan,2020-03-30,273,120.2653199,0.757,,
809,11869,Azerbaijan,2020-03-31,298,120.2653199,0.757,,
810,11980,Azerbaijan,2020-04-01,359,120.2653199,0.757,,
811,12040,Azerbaijan,2020-04-02,400,120.2653199,0.757,,
812,12092,Azerbaijan,2020-04-03,443,120.2653199,0.757,,
813,12188,Azerbaijan,2020-04-04,521,120.2653199,0.757,,
814,6088,Bahamas,2020-01-22,0,38.52547453,0.807,,
815,6087,Bahamas,2020-01-23,0,38.52547453,0.807,,
816,6100,Bahamas,2020-01-24,0,38.52547453,0.807,,
817,6117,Bahamas,2020-01-25,0,38.52547453,0.807,,
818,6132,Bahamas,2020-01-26,0,38.52547453,0.807,,
819,6118,Bahamas,2020-01-27,0,38.52547453,0.807,,
820,6146,Bahamas,2020-01-28,0,38.52547453,0.807,,
821,6145,Bahamas,2020-01-29,0,38.52547453,0.807,,
822,6144,Bahamas,2020-01-30,0,38.52547453,0.807,,
823,6143,Bahamas,2020-01-31,0,38.52547453,0.807,,
824,6142,Bahamas,2020-02-01,0,38.52547453,0.807,,
825,6141,Bahamas,2020-02-02,0,38.52547453,0.807,,
826,6140,Bahamas,2020-02-03,0,38.52547453,0.807,,
827,6139,Bahamas,2020-02-04,0,38.52547453,0.807,,
828,6138,Bahamas,2020-02-05,0,38.52547453,0.807,,
829,6137,Bahamas,2020-02-06,0,38.52547453,0.807,,
830,6136,Bahamas,2020-02-07,0,38.52547453,0.807,,
831,6135,Bahamas,2020-02-08,0,38.52547453,0.807,,
832,6134,Bahamas,2020-02-09,0,38.52547453,0.807,,
